,name,sid,race,college,psat,gpa,honors,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9
539,Kayla Velez,540,latino,Starfish University,240,3.533774205802923,2,,,,,,,,,,
540,Vidhur Lin,541,other,Whale University,158.0,3.047863744141777,9,,,,,,,,,,
541,Allen Meinshausen,542,white,Aardvark University,94.0,1.856511611239076,1,,,,,,,,,,
542,Sam Shah,543,other,Cappybara Community College,85.0,1.549489894846702,1,,,,,,,,,,
543,Juan-Pablo Jacobs,544,aa,Starfish University,237.0,3.603556643235058,7,,,,,,,,,,
544,Matt Eneva,545,white,Cranberry Lemon University,236.0,3.223973069915697,1,,,,,,,,,,
545,Rayid Brown,546,other,Starfish University,209.0,3.837411074934315,6,,,,,,,,,,
546,Paul Ghani,547,aa,Cappybara Community College,116.0,1.9204042339556802,4,,,,,,,,,,
547,Rayid Brown,548,aa,Institute of Banana Harvesting,121.0,1.671109362124122,3,,,,,,,,,,
548,Allen Plagge,549,other,Aardvark University,158.0,2.6051386017666793,8,,,,,,,,,,
549,Rayid Leiby,550,latino,Starfish University,169.0,2.5714408481110387,0,,,,,,,,,,
550,Sophia McFowland,551,other,Cranberry Lemon University,177.0,3.751772813363966,5,,,,,,,,,,
551,Edward Mader,552,latino,Whale University,177.0,2.394102386664367,5,,,,,,,,,,
552,Andrea D'Agnostino,553,latino,Starfish University,233.0,3.4740378453666843,3,,,,,,,,,,
553,John Eneva,554,white,Starfish University,206.0,3.474979158978698,9,,,,,,,,,,
554,Matt Bashyakarla,555,latino,Institute of Banana Harvesting,60,1.2578737337333155,0,,,,,,,,,,
555,Nathan Brown,556,aa,Aardvark University,135.0,2.310584697735313,2,,,,,,,,,,
556,Michelangelo Auerbach,557,aa,Aardvark University,127.0,2.8764452401785787,1,,,,,,,,,,
557,Kayla Shah,558,latino,Whale University,96.0,1.353405126466611,7,,,,,,,,,,
558,Nihar Lin,559,aa,Aardvark University,142.0,1.8992330784827023,5,,,,,,,,,,
559,John Bashyakarla,560,aa,Cranberry Lemon University,222.0,3.592169155842125,4,,,,,,,,,,
560,Jonathan Plagge,561,aa,Whale University,174.0,2.317798794204408,1,,,,,,,,,,
561,Tom Jacobs,562,aa,Whale University,160.0,2.8781123077109347,6,,,,,,,,,,
562,Sophia Bashyakarla,563,aa,Whale University,204.0,3.1494756954540155,5,,,,,,,,,,
563,Andrea Ashktorab,564,latino,Starfish University,161.0,2.6596560229519155,9,,,,,,,,,,
564,John Bashyakarla,565,other,Cranberry Lemon University,240,3.9121518818540775,5,,,,,,,,,,
565,Nihar Su,566,aa,Institute of Banana Harvesting,61.0,1.1503700531931322,6,,,,,,,,,,
566,Nick Shah,567,white,Starfish University,175.0,3.6031686519522172,7,,,,,,,,,,
567,Juan-Pablo Plagge,568,white,Cranberry Lemon University,179.0,3.3218561443124726,3,,,,,,,,,,
568,Nathan Brock,569,latino,Cappybara Community College,151.0,2.277850425135776,2,,,,,,,,,,
569,Nick Ghani,570,white,Aardvark University,98.0,2.398657559402178,7,,,,,,,,,,
570,Matt Leiby,571,other,Aardvark University,138.0,2.4373767918208475,6,,,,,,,,,,
571,Rayid Auerbach,572,other,Aardvark University,113.0,2.22531833820477,2,,,,,,,,,,
572,Michelangelo Jacobs,573,other,Institute of Banana Harvesting,60,1.0080914916732824,2,,,,,,,,,,
573,Matt Lin,574,other,Whale University,212.0,3.0880730191095083,7,,,,,,,,,,
574,Vidhur Alice,575,white,Cranberry Lemon University,240,3.229083029709187,9,,,,,,,,,,
575,Rayid Mader,576,white,Starfish University,158.0,3.4595615147179117,8,,,,,,,,,,
576,Sophia Meinshausen,577,latino,Whale University,217.0,3.4986356299946015,8,,,,,,,,,,
577,Elena Meinshausen,578,other,Whale University,127.0,1.7414603029274252,9,,,,,,,,,,
578,Vidhur Adhikari,579,other,Starfish University,183.0,3.712261320657424,2,,,,,,,,,,
579,Sophia Mader,580,aa,Starfish University,189.0,3.3079525598283954,2,,,,,,,,,,
580,Zahra McFowland,581,other,Cappybara Community College,89.0,2.0317457396369876,9,,,,,,,,,,
581,Nathan Lin,582,white,Aardvark University,182.0,3.555316957041697,5,,,,,,,,,,
582,Kayla Ghani,583,aa,Starfish University,230.0,3.6191377889127674,5,,,,,,,,,,
583,Paul Rowe,584,aa,Cranberry Lemon University,187.0,3.662721132398766,8,,,,,,,,,,
584,Rayid Alice,585,other,Whale University,159.0,3.027031445062475,6,,,,,,,,,,
585,Rayid Adhikari,586,aa,Cappybara Community College,108.0,2.449977548836945,5,,,,,,,,,,
586,Vidhur Vohra,587,other,Whale University,188.0,3.271643180406823,0,,,,,,,,,,
587,Michelangelo Jacobs,588,other,Cappybara Community College,87.0,1.9256973312368055,4,,,,,,,,,,
588,Matt Bashyakarla,589,latino,Starfish University,172.0,2.7200438565781586,7,,,,,,,,,,
589,Matt Eneva,590,aa,Mount Yo-yo College,94.0,1.3445467127904243,8,,,,,,,,,,
590,Michelangelo Velez,591,other,Institute of Banana Harvesting,150.0,2.564466857472797,7,,,,,,,,,,
591,Chris Ghani,592,white,Aardvark University,111.0,1.6494501526143197,8,,,,,,,,,,
592,Andrea Brown,593,aa,Starfish University,159.0,3.3858905562722783,10,,,,,,,,,,
593,Nick McFowland,594,white,Starfish University,240,3.890187782474296,1,,,,,,,,,,
594,Chris Meinshausen,595,aa,Starfish University,207.0,2.9117270620296054,2,,,,,,,,,,
595,Zahra Leiby,596,aa,Aardvark University,103.0,2.271002750656109,10,,,,,,,,,,
596,Chris Plagge,597,other,Starfish University,158.0,2.046820523825621,0,,,,,,,,,,
597,Zahra Brock,598,white,Aardvark University,184.0,3.2993670344658224,0,,,,,,,,,,
598,Edward Meinshausen,599,other,Mount Yo-yo College,117.0,2.1049160181970694,5,,,,,,,,,,
599,John Plagge,600,white,Starfish University,236.0,3.9070794043397323,1,,,,,,,,,,
600,Vidhur Leiby,601,white,Whale University,205.0,2.9498485584560106,6,,,,,,,,,,
601,Sam Ghani,602,white,Whale University,151.0,3.0830897890381164,0,,,,,,,,,,
602,Nathan Rowe,603,aa,Starfish University,180.0,2.802799321718887,0,,,,,,,,,,
603,Matt Ashktorab,604,white,Whale University,183.0,3.139539492117895,4,,,,,,,,,,
604,Chris Alice,605,latino,Cranberry Lemon University,227.0,3.2331467639083753,9,,,,,,,,,,
605,Nihar Velez,606,aa,Starfish University,98.0,2.465628788895051,6,,,,,,,,,,
606,Michelangelo Leiby,607,aa,Aardvark University,124.0,1.7578968819725054,1,,,,,,,,,,
607,Kayla Shah,608,white,Institute of Banana Harvesting,217.0,3.1794614353774233,5,,,,,,,,,,
608,Rayid Eneva,609,latino,Whale University,110.0,1.9751211737984833,9,,,,,,,,,,
609,Matt Leiby,610,white,Aardvark University,123.0,2.4168834865512263,2,,,,,,,,,,
610,Kayla Brock,611,white,Whale University,158.0,2.115609820603086,10,,,,,,,,,,
611,Michelangelo Brock,612,white,Starfish University,218.0,3.9315392015199104,0,,,,,,,,,,
612,Allen Bashyakarla,613,white,Cranberry Lemon University,226.0,3.0747696399467994,9,,,,,,,,,,
613,Elena Ashktorab,614,latino,Whale University,193.0,2.632692840040937,7,,,,,,,,,,
614,Andrea Velez,615,white,Mount Yo-yo College,113.0,2.2212212427932716,7,,,,,,,,,,
615,Nathan Jacobs,616,white,Cranberry Lemon University,201.0,2.7486076841876708,6,,,,,,,,,,
616,Edward Brown,617,other,Cappybara Community College,120.0,1.369424216690518,10,,,,,,,,,,
617,Edward D'Agnostino,618,latino,Starfish University,238.0,3.2710925087301,4,,,,,,,,,,
618,Allen Su,619,aa,Cranberry Lemon University,226.0,3.723175928095805,8,,,,,,,,,,
619,Andrea Bashyakarla,620,latino,Whale University,170.0,2.576031893619016,5,,,,,,,,,,
620,Paul Brown,621,latino,Institute of Banana Harvesting,223.0,3.29333633929622,0,,,,,,,,,,
621,Jonathan Jacobs,622,white,Whale University,200.0,3.540263412108181,7,,,,,,,,,,
622,Matt D'Agnostino,623,latino,Institute of Banana Harvesting,122.0,1.9407971681228662,5,,,,,,,,,,
623,Nihar Mader,624,white,Cappybara Community College,139.0,2.3391785331459998,0,,,,,,,,,,
624,Paul Velez,625,white,Cappybara Community College,158.0,2.7243801046782905,2,,,,,,,,,,
625,Edward Ghani,626,latino,Aardvark University,142.0,2.195334705459483,2,,,,,,,,,,
626,Juan-Pablo Rowe,627,aa,Cappybara Community College,123.0,2.6740476791027064,5,,,,,,,,,,
627,Juan-Pablo Auerbach,628,latino,Starfish University,190.0,3.15162457328523,1,,,,,,,,,,
628,Sam Gee,629,white,Starfish University,227.0,3.2763000359643635,5,,,,,,,,,,
629,Rayid Bashyakarla,630,latino,Aardvark University,156.0,2.4854572850398258,8,,,,,,,,,,
630,Kayla Mader,631,white,Institute of Banana Harvesting,63.0,1.0477757531337821,6,,,,,,,,,,
631,Nick Jacobs,632,white,Whale University,176.0,3.7407145850423054,3,,,,,,,,,,
632,Nick Auerbach,633,other,Cappybara Community College,121.0,2.0268902180504895,4,,,,,,,,,,
633,Edward Alice,634,aa,Cranberry Lemon University,191.0,3.434178816203996,9,,,,,,,,,,
634,Nathan Ghani,635,aa,Starfish University,231.0,3.48031598778272,3,,,,,,,,,,
635,Vidhur Meinshausen,636,latino,Cappybara Community College,117.0,2.398318791344182,4,,,,,,,,,,
636,Elena Mader,637,white,Whale University,193.0,3.2543287588724663,1,,,,,,,,,,
637,Chris Mader,638,latino,Starfish University,208.0,2.800376984278054,10,,,,,,,,,,
638,Tom Mader,639,other,Starfish University,196.0,3.2835393300111417,6,,,,,,,,,,
639,Varoon Plagge,640,white,Mount Yo-yo College,75.0,2.02809791327614,3,,,,,,,,,,
640,Michelangelo D'Agnostino,641,latino,Cappybara Community College,127.0,2.656481681228275,6,,,,,,,,,,
641,Nihar Leiby,642,other,Starfish University,153.0,2.0172986489752156,9,,,,,,,,,,
642,Rayid Lin,643,other,Cappybara Community College,73.0,1.2806395664086672,0,,,,,,,,,,
643,Nathan Rowe,644,white,Cranberry Lemon University,239.0,3.994932117066909,6,,,,,,,,,,
644,Elena Ashktorab,645,other,Cappybara Community College,141.0,1.867060467578232,6,,,,,,,,,,
645,Tom Rowe,646,latino,Whale University,197.0,2.9809765187900403,3,,,,,,,,,,
646,Edward McFowland,647,white,Institute of Banana Harvesting,60,1.024838783805341,0,,,,,,,,,,
647,Andrea Brown,648,other,Starfish University,159.0,2.112105187326951,3,,,,,,,,,,
648,Allen Auerbach,649,aa,Aardvark University,154.0,2.5511310184918257,9,,,,,,,,,,
649,John Brown,650,white,Whale University,154.0,2.6726395235338556,7,,,,,,,,,,
650,Zahra Brock,651,other,Institute of Banana Harvesting,155.0,3.278589647614614,8,,,,,,,,,,
651,Chris Auerbach,652,latino,Cranberry Lemon University,239.0,3.5882819606544967,4,,,,,,,,,,
652,Nick Gee,653,white,Cranberry Lemon University,188.0,3.6875090264601385,6,,,,,,,,,,
653,Sophia Shah,654,white,Starfish University,206.0,2.7369188917024467,9,,,,,,,,,,
654,Tom Bashyakarla,655,other,Cranberry Lemon University,205.0,3.8904548855801866,3,,,,,,,,,,
655,Allen Plagge,656,latino,Cappybara Community College,120.0,2.1088271276266126,8,,,,,,,,,,
656,Nick Adhikari,657,latino,Institute of Banana Harvesting,112.0,1.7000534906943559,6,,,,,,,,,,
657,Sam Su,658,latino,Institute of Banana Harvesting,60,1.5175035275760846,3,,,,,,,,,,
658,John Eneva,659,other,Starfish University,132.0,2.9695704496403215,1,,,,,,,,,,
659,Juan-Pablo Auerbach,660,white,Aardvark University,118.0,1.371374666473192,8,,,,,,,,,,
660,Jonathan McFowland,661,other,Starfish University,202.0,3.2464296585360604,5,,,,,,,,,,
661,Varoon Leiby,662,aa,Cappybara Community College,91.0,1.710412946051365,10,,,,,,,,,,
662,Zahra Mader,663,latino,Starfish University,147.0,1.837947424554601,0,,,,,,,,,,
663,Andrea Jacobs,664,other,Institute of Banana Harvesting,60,1.2211645408736684,0,,,,,,,,,,
664,Kayla Alice,665,latino,Cappybara Community College,136.0,1.9725537168469354,10,,,,,,,,,,
665,Paul Su,666,other,Starfish University,198.0,3.2888779580681757,8,,,,,,,,,,
666,Vidhur Lin,667,white,Mount Yo-yo College,68.0,1.3651987196071071,3,,,,,,,,,,
667,Matt Adhikari,668,aa,Whale University,158.0,2.273028429775234,4,,,,,,,,,,
668,Kayla Bashyakarla,669,latino,Whale University,147.0,3.1829078253965073,6,,,,,,,,,,
669,Matt Su,670,latino,Mount Yo-yo College,78.0,1.524627395981788,7,,,,,,,,,,
670,Paul Jacobs,671,other,Institute of Banana Harvesting,60,1.174417251218118,8,,,,,,,,,,
671,Nathan Mader,672,other,Whale University,207.0,3.1245248552095726,2,,,,,,,,,,
672,Paul Velez,673,other,Aardvark University,147.0,2.8997275061750614,6,,,,,,,,,,
673,Andrea Velez,674,aa,Mount Yo-yo College,78.0,1.5542399481202835,6,,,,,,,,,,
674,Rayid Brown,675,latino,Aardvark University,60,1.1234126118139283,1,,,,,,,,,,
675,Rayid Jacobs,676,white,Aardvark University,122.0,1.9955091587773683,10,,,,,,,,,,
676,Andrea Brock,677,white,Starfish University,203.0,2.5720103458604666,2,,,,,,,,,,
677,Jonathan McFowland,678,white,Mount Yo-yo College,100.0,2.488824229265193,2,,,,,,,,,,
678,Juan-Pablo Plagge,679,latino,Mount Yo-yo College,106.0,2.4130918781307873,3,,,,,,,,,,
679,Sophia Velez,680,other,Whale University,131.0,2.4866416584109077,1,,,,,,,,,,
680,Matt Leiby,681,latino,Whale University,168.0,3.494845404462476,8,,,,,,,,,,
681,Sophia Leiby,682,latino,Starfish University,200.0,3.566289850176582,0,,,,,,,,,,
682,John Leiby,683,other,Starfish University,156.0,3.0131455638460567,0,,,,,,,,,,
683,John Su,684,other,Starfish University,160.0,3.486895719919848,1,,,,,,,,,,
684,Juan-Pablo Jacobs,685,aa,Cranberry Lemon University,240,3.81316581854333,7,,,,,,,,,,
685,Allen Bashyakarla,686,latino,Institute of Banana Harvesting,90.0,1.5786891630077515,3,,,,,,,,,,
686,Elena McFowland,687,other,Cranberry Lemon University,240,3.631492303137004,9,,,,,,,,,,
687,Zahra Rowe,688,aa,Cappybara Community College,60.0,1.703884479862292,0,,,,,,,,,,
688,Andrea D'Agnostino,689,white,Whale University,136.0,2.9090796550201086,4,,,,,,,,,,
689,Jonathan Meinshausen,690,white,Mount Yo-yo College,78.0,1.463143262304086,9,,,,,,,,,,
690,Rayid Meinshausen,691,other,Institute of Banana Harvesting,159.0,2.042555981197016,8,,,,,,,,,,
691,Nick Lin,692,aa,Aardvark University,110.0,1.9582215095908795,0,,,,,,,,,,
692,Tom Eneva,693,white,Starfish University,105.0,1.3313881820907756,10,,,,,,,,,,
693,Michelangelo Eneva,694,aa,Aardvark University,203.0,3.3354576489804577,7,,,,,,,,,,
694,Vidhur Ashktorab,695,other,Cappybara Community College,99.0,1.3307732465591644,8,,,,,,,,,,
695,Nick Vohra,696,latino,Cranberry Lemon University,212.0,3.7294121967772065,3,,,,,,,,,,
696,Elena Bashyakarla,697,white,Whale University,176.0,3.51944927023064,4,,,,,,,,,,
697,Michelangelo Leiby,698,other,Mount Yo-yo College,93.0,1.269860886986676,9,,,,,,,,,,
698,Chris Brock,699,aa,Starfish University,218.0,3.113885928989015,10,,,,,,,,,,
699,Varoon Velez,700,other,Institute of Banana Harvesting,130.0,2.1863768263392407,1,,,,,,,,,,
700,Juan-Pablo Ashktorab,701,aa,Cappybara Community College,86.0,1.9842165525127913,3,,,,,,,,,,
701,Tom Vohra,702,aa,Cappybara Community College,153.0,1.7675596086987044,5,,,,,,,,,,
702,Edward Plagge,703,white,Mount Yo-yo College,104.0,1.4929101532823394,6,,,,,,,,,,
703,Sophia Gee,704,latino,Aardvark University,200.0,3.5987055910972985,0,,,,,,,,,,
704,Jonathan Brown,705,aa,Institute of Banana Harvesting,240,3.3827231402443902,10,,,,,,,,,,
705,Nihar Alice,706,latino,Aardvark University,172.0,2.5301777297250765,7,,,,,,,,,,
706,Andrea Rowe,707,aa,Cappybara Community College,107.0,2.152810388567603,0,,,,,,,,,,
707,John Brown,708,other,Starfish University,240,3.587867757489651,4,,,,,,,,,,
708,Zahra Meinshausen,709,other,Institute of Banana Harvesting,60,1.245048300904082,0,,,,,,,,,,
709,Elena Alice,710,latino,Starfish University,192.0,3.868436922955316,6,,,,,,,,,,
710,Kayla Alice,711,other,Cappybara Community College,110.0,2.6125137340487976,8,,,,,,,,,,
711,Kayla Vohra,712,white,Whale University,94.0,1.7016816916593744,0,,,,,,,,,,
712,John Su,713,white,Whale University,147.0,3.1548775302281324,9,,,,,,,,,,
713,Chris Su,714,white,Mount Yo-yo College,60,1.1210922586854413,0,,,,,,,,,,
714,Edward Eneva,715,aa,Whale University,147.0,2.0143763807146704,4,,,,,,,,,,
715,Zahra Mader,716,aa,Starfish University,138.0,3.0568383806878296,0,,,,,,,,,,
716,Varoon Meinshausen,717,other,Mount Yo-yo College,89.0,1.6996712869079604,7,,,,,,,,,,
717,Nathan Jacobs,718,other,Cranberry Lemon University,209.0,2.9194659862752865,4,,,,,,,,,,
718,Sam Meinshausen,719,latino,Starfish University,240,3.535559151117662,6,,,,,,,,,,
719,Nathan Brown,720,white,Whale University,113.0,2.330227959351428,7,,,,,,,,,,
720,Michelangelo Jacobs,721,aa,Mount Yo-yo College,60,1.1868606697888557,5,,,,,,,,,,
721,Sophia Lin,722,aa,Cranberry Lemon University,240,3.623224785718937,7,,,,,,,,,,
722,Jonathan Adhikari,723,white,Cranberry Lemon University,195.0,3.7358387225641825,4,,,,,,,,,,
723,John Adhikari,724,latino,Cappybara Community College,99.0,1.3674716588329798,9,,,,,,,,,,
724,Edward Eneva,725,white,Institute of Banana Harvesting,79.0,1.4582286652647483,5,,,,,,,,,,
725,Elena Leiby,726,white,Aardvark University,161.0,2.501558967957658,3,,,,,,,,,,
726,Vidhur Ashktorab,727,latino,Whale University,157.0,3.00733747461686,8,,,,,,,,,,
727,Michelangelo Leiby,728,aa,Institute of Banana Harvesting,121.0,1.2114477071066931,7,,,,,,,,,,
728,Matt Velez,729,white,Starfish University,218.0,3.2001426182626767,8,,,,,,,,,,
729,Zahra Lin,730,latino,Cappybara Community College,82.0,2.116395688430841,5,,,,,,,,,,
730,Nihar Gee,731,white,Whale University,184.0,3.0360093635963263,4,,,,,,,,,,
731,Elena Lin,732,white,Starfish University,147.0,2.2733697543304463,8,,,,,,,,,,
732,Rayid Jacobs,733,white,Whale University,143.0,2.2219125748874444,0,,,,,,,,,,
733,Juan-Pablo Ghani,734,aa,Aardvark University,139.0,1.769962718286823,7,,,,,,,,,,
734,Edward Brock,735,other,Aardvark University,154.0,2.011220706122936,0,,,,,,,,,,
735,Kayla Auerbach,736,latino,Mount Yo-yo College,79.0,2.0732919710475564,2,,,,,,,,,,
736,Andrea Rowe,737,white,Cranberry Lemon University,210.0,3.3788900918712854,1,,,,,,,,,,
737,Nihar D'Agnostino,738,white,Institute of Banana Harvesting,154.0,1.7482794643570232,7,,,,,,,,,,
738,Kayla McFowland,739,aa,Mount Yo-yo College,74.0,1.201318869588389,3,,,,,,,,,,
739,Andrea Alice,740,aa,Cappybara Community College,115.0,2.595799314584899,8,,,,,,,,,,
740,Tom Auerbach,741,latino,Institute of Banana Harvesting,64.0,1.900840811871535,6,,,,,,,,,,
741,Juan-Pablo Lin,742,aa,Cranberry Lemon University,240,3.7157633809758117,5,,,,,,,,,,
742,Juan-Pablo Adhikari,743,white,Aardvark University,138.0,3.0016085736557145,2,,,,,,,,,,
743,Elena Eneva,744,other,Aardvark University,95.0,1.9125939148694706,6,,,,,,,,,,
744,Tom Eneva,745,latino,Starfish University,195.0,2.692416059386547,9,,,,,,,,,,
745,Andrea McFowland,746,other,Cappybara Community College,78.0,1.9207469797786598,3,,,,,,,,,,
746,Varoon Adhikari,747,latino,Cappybara Community College,108.0,2.59673711517352,2,,,,,,,,,,
747,Jonathan Alice,748,white,Starfish University,152.0,2.953104499951091,5,,,,,,,,,,
748,Zahra Auerbach,749,other,Cappybara Community College,93.0,1.6242845430823827,0,,,,,,,,,,
749,Vidhur Auerbach,750,other,Starfish University,222.0,3.841467307191004,4,,,,,,,,,,
750,Andrea McFowland,751,white,Starfish University,197.0,3.2845227231575733,2,,,,,,,,,,
751,Edward Ashktorab,752,latino,Cappybara Community College,110.0,1.2789124609988094,3,,,,,,,,,,
752,Vidhur Shah,753,aa,Aardvark University,149.0,2.781434189743922,9,,,,,,,,,,
753,Juan-Pablo Ashktorab,754,aa,Whale University,111.0,2.52182456786924,8,,,,,,,,,,
754,Varoon Jacobs,755,aa,Starfish University,206.0,3.4526946516316204,8,,,,,,,,,,
755,Sam Velez,756,latino,Starfish University,224.0,3.2802562832271205,8,,,,,,,,,,
756,Nick Brock,757,latino,Whale University,178.0,2.769763591717207,8,,,,,,,,,,
757,John Alice,758,latino,Whale University,115.0,1.2714085690229715,3,,,,,,,,,,
758,Vidhur Mader,759,white,Aardvark University,127.0,1.6332691275191271,7,,,,,,,,,,
759,Rayid Vohra,760,latino,Institute of Banana Harvesting,75.0,1.3342322225113894,1,,,,,,,,,,
760,Nathan Lin,761,white,Starfish University,189.0,2.869030098299929,2,,,,,,,,,,
761,Allen Mader,762,aa,Starfish University,187.0,3.6037320070322307,6,,,,,,,,,,
762,Varoon Ashktorab,763,latino,Cranberry Lemon University,234.0,3.9180415125254067,3,,,,,,,,,,
763,Vidhur Eneva,764,white,Institute of Banana Harvesting,108.0,1.8244107373603393,4,,,,,,,,,,
764,Chris Brown,765,white,Whale University,230.0,3.541026716165453,6,,,,,,,,,,
765,Allen Su,766,other,Aardvark University,68.0,1.499752780115697,8,,,,,,,,,,
766,Matt Ghani,767,latino,Mount Yo-yo College,92.0,2.296046296489091,9,,,,,,,,,,
767,Tom Ghani,768,latino,Cappybara Community College,110.0,2.6517809363985045,1,,,,,,,,,,
768,Elena Plagge,769,other,Aardvark University,138.0,1.5267127664245077,1,,,,,,,,,,
769,Juan-Pablo Shah,770,white,Institute of Banana Harvesting,115.0,1.6860252625574343,4,,,,,,,,,,
770,Jonathan Adhikari,771,white,Starfish University,207.0,2.9490560348694954,9,,,,,,,,,,
771,Sam Brown,772,white,Starfish University,176.0,2.4699639587674302,8,,,,,,,,,,
772,Edward Shah,773,aa,Starfish University,183.0,2.5169770964417055,6,,,,,,,,,,
773,Nick Ashktorab,774,latino,Starfish University,180.0,2.7542276769727083,7,,,,,,,,,,
774,Allen Gee,775,aa,Institute of Banana Harvesting,60,1.1527011415957704,9,,,,,,,,,,
775,Sam Vohra,776,latino,Cappybara Community College,60,1.7842491794055912,4,,,,,,,,,,
776,Elena McFowland,777,white,Cappybara Community College,104.0,1.8029782711098177,9,,,,,,,,,,
777,Nihar Jacobs,778,aa,Starfish University,152.0,1.7811180010066598,4,,,,,,,,,,
778,Rayid Gee,779,white,Starfish University,197.0,2.745588457530291,5,,,,,,,,,,
779,John Alice,780,aa,Mount Yo-yo College,60,1.5120424612768302,9,,,,,,,,,,
780,Zahra Lin,781,other,Whale University,176.0,2.760211995013065,3,,,,,,,,,,
781,Matt Alice,782,other,Cranberry Lemon University,148.0,3.0009596462889805,2,,,,,,,,,,
782,Varoon Leiby,783,other,Cappybara Community College,116.0,1.7708606987124416,3,,,,,,,,,,
783,Kayla Velez,784,white,Mount Yo-yo College,81.0,1.3646203154397227,5,,,,,,,,,,
784,Nathan Meinshausen,785,aa,Cappybara Community College,114.0,1.6831728875145147,0,,,,,,,,,,
785,Matt Su,786,aa,Starfish University,213.0,3.8644213652306934,3,,,,,,,,,,
786,Juan-Pablo Su,787,other,Starfish University,208.0,2.7994450271250297,3,,,,,,,,,,
787,Sam Su,788,white,Mount Yo-yo College,116.0,1.8568181056555346,7,,,,,,,,,,
788,Rayid Brown,789,other,Whale University,132.0,2.983958390052919,8,,,,,,,,,,
789,Rayid Rowe,790,latino,Starfish University,135.0,2.7990816921998865,5,,,,,,,,,,
790,Elena Velez,791,latino,Starfish University,161.0,2.814368694323956,2,,,,,,,,,,
791,Varoon Rowe,792,aa,Institute of Banana Harvesting,85.0,1.4579126449582114,5,,,,,,,,,,
792,Tom Ghani,793,other,Aardvark University,108.0,2.6318105013709046,4,,,,,,,,,,
793,John Ghani,794,white,Whale University,204.0,3.8905644674106092,9,,,,,,,,,,
794,Edward Vohra,795,aa,Starfish University,237.0,3.6076539644973176,3,,,,,,,,,,
795,Nathan Ashktorab,796,latino,Aardvark University,172.0,2.1602375175465633,8,,,,,,,,,,
796,Nathan Mader,797,other,Institute of Banana Harvesting,60,1.1814233807241297,9,,,,,,,,,,
797,Paul Plagge,798,latino,Whale University,152.0,2.126580375893507,7,,,,,,,,,,
798,Vidhur Auerbach,799,white,Aardvark University,146.0,2.178450948551668,8,,,,,,,,,,
799,Vidhur Meinshausen,800,white,Whale University,168.0,2.4248842986079673,9,,,,,,,,,,
800,Vidhur Auerbach,801,aa,Starfish University,203.0,2.6561670417116723,3,,,,,,,,,,
801,Varoon Leiby,802,latino,Whale University,104.0,1.6417948285382324,8,,,,,,,,,,
802,Sam McFowland,803,white,Aardvark University,134.0,1.7454827631410845,2,,,,,,,,,,
803,Paul Plagge,804,latino,Mount Yo-yo College,74.0,1.9645201969185355,3,,,,,,,,,,
804,Paul Shah,805,white,Whale University,106.0,2.122067432926811,7,,,,,,,,,,
805,Juan-Pablo Ghani,806,other,Cappybara Community College,138.0,1.8359725284669626,10,,,,,,,,,,
806,Zahra Ghani,807,latino,Starfish University,206.0,3.908989310228055,9,,,,,,,,,,
807,Matt Meinshausen,808,other,Mount Yo-yo College,110.0,1.4253213431063334,2,,,,,,,,,,
808,Matt McFowland,809,aa,Whale University,161.0,2.248623096741062,6,,,,,,,,,,
809,Juan-Pablo McFowland,810,latino,Starfish University,177.0,2.823409831053409,3,,,,,,,,,,
810,Nihar Adhikari,811,white,Institute of Banana Harvesting,117.0,1.3943015559000296,0,,,,,,,,,,
811,Allen Alice,812,latino,Cranberry Lemon University,240,3.916992058440073,4,,,,,,,,,,
812,Vidhur Shah,813,other,Cappybara Community College,66.0,1.7338924628369776,10,,,,,,,,,,
813,Juan-Pablo Brock,814,latino,Cranberry Lemon University,229.0,3.4215330329241116,6,,,,,,,,,,
814,Nick Mader,815,latino,Starfish University,223.0,3.6256252844990495,2,,,,,,,,,,
815,Jonathan Mader,816,aa,Whale University,200.0,3.3527022322518123,3,,,,,,,,,,
816,Nihar Bashyakarla,817,white,Starfish University,199.0,2.7862977350130795,5,,,,,,,,,,
817,Juan-Pablo Gee,818,aa,Starfish University,240,3.5154128758495986,7,,,,,,,,,,
818,Michelangelo Rowe,819,latino,Starfish University,239.0,3.95419946889314,0,,,,,,,,,,
819,Nathan Plagge,820,latino,Aardvark University,128.0,2.3242497764449244,0,,,,,,,,,,
820,Nihar Velez,821,other,Starfish University,177.0,3.058622531083765,1,,,,,,,,,,
821,Allen Jacobs,822,other,Starfish University,170.0,2.6157736485268615,3,,,,,,,,,,
822,Kayla Brown,823,aa,Cappybara Community College,96.0,2.348634233245321,7,,,,,,,,,,
823,Elena Ashktorab,824,aa,Cappybara Community College,113.0,2.557682538526,5,,,,,,,,,,
824,Sam Plagge,825,white,Aardvark University,143.0,2.1387728799530126,7,,,,,,,,,,
825,Zahra Leiby,826,white,Mount Yo-yo College,134.0,2.381330963151794,9,,,,,,,,,,
826,Zahra Ashktorab,827,aa,Whale University,160.0,3.2106843106638046,8,,,,,,,,,,
827,Zahra Auerbach,828,other,Aardvark University,149.0,2.3282212493487697,4,,,,,,,,,,
828,Tom Su,829,aa,Cappybara Community College,89.0,1.4420308391830199,3,,,,,,,,,,
829,Andrea Lin,830,white,Starfish University,195.0,2.8527762856531984,1,,,,,,,,,,
